"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2249","testSauceDemo","Surefire suite","Mon Oct 27 17:33:37 UTC 2025","passed","Mon Oct 27 17:33:40 UTC 2025","OneTest","Surefire test","OneTest","testSauceDemo"
