"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2184","testSauceDemo","Surefire suite","Sun Oct 26 22:32:08 UTC 2025","passed","Sun Oct 26 22:32:11 UTC 2025","OneTest","Surefire test","OneTest","testSauceDemo"
