"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1954","testSauceDemo","Surefire suite","Mon Oct 27 00:05:02 UTC 2025","passed","Mon Oct 27 00:05:04 UTC 2025","OneTest","Surefire test","OneTest","testSauceDemo"
